qmof-43add4e,1.9190709590911865,2.167923927307129
qmof-0543584,1.9349349737167358,1.5241672992706299
qmof-6460ca3,0.42065098881721497,0.7875891923904419
qmof-3ef90f5,2.359750986099243,2.210766077041626
qmof-239bb4d,2.2160189151763916,2.2052111625671387
qmof-0b7dc93,1.4150910377502441,0.9499582052230835
qmof-b1156fe,0.9367309808731079,0.7941106557846069
qmof-53dfad5,1.472998023033142,2.3006439208984375
qmof-7710534,3.0934150218963623,3.200822114944458
qmof-f1c5271,0.7291849851608276,0.652478814125061
qmof-4232690,2.042301893234253,2.6171796321868896
qmof-ebd2330,1.9043190479278564,1.9746047258377075
qmof-8ff5155,2.2838358879089355,1.9149131774902344
qmof-d726164,0.5890200138092041,0.380351185798645
qmof-ec286a6,0.9063460230827332,0.7032791376113892
qmof-9f9d39c,2.074995994567871,1.7192233800888062
qmof-9783d02,0.49268999695777893,0.7478991746902466
qmof-f7a2ea1,3.5571200847625732,3.592172861099243
qmof-2012542,0.4926300048828125,0.5076802968978882
qmof-868bfa7,1.8789910078048706,1.9591439962387085
qmof-87fd469,2.124958038330078,1.8268508911132812
qmof-04bf78f,1.018921971321106,1.591907024383545
qmof-25fee54,2.7937440872192383,2.8286807537078857
qmof-051ebe1,3.195189952850342,3.0691232681274414
qmof-57d4204,2.121872901916504,2.530155897140503
qmof-e890ecf,2.2084169387817383,2.2295825481414795
qmof-4a5ca9f,1.2686020135879517,1.3184318542480469
qmof-e5bda14,1.3659900426864624,2.0085744857788086
qmof-f67379e,0.506829023361206,0.5605977773666382
qmof-88883f2,2.431088924407959,2.103846788406372
qmof-74178b4,3.2995240688323975,3.3323302268981934
qmof-36d351c,2.214539051055908,2.2818267345428467
qmof-9dbd92a,0.35891100764274597,0.44664907455444336
qmof-b6d48a4,0.5556859970092773,0.6989715099334717
qmof-0a05af4,1.6311830282211304,1.6628081798553467
qmof-9d35285,2.195436954498291,2.4309749603271484
qmof-b76665a,2.321593999862671,2.6278467178344727
qmof-82d7d48,1.871567964553833,1.7279384136199951
qmof-1fdc7b8,2.2699689865112305,2.3957087993621826
qmof-4a30927,2.2611188888549805,2.0510165691375732
qmof-749fa2f,2.032918930053711,2.6278226375579834
qmof-0bbd918,1.7927800416946411,2.3254024982452393
qmof-3895a30,2.1816349029541016,2.140334367752075
qmof-3a17125,0.8121690154075623,0.9003838300704956
qmof-77efddb,3.091660976409912,3.0890555381774902
qmof-6f191b9,2.5867159366607666,2.583832263946533
qmof-8728af8,1.6572489738464355,2.0805792808532715
qmof-819df1b,1.9854990243911743,2.2712202072143555
qmof-ed8ee1f,4.3418731689453125,4.025875091552734
qmof-7db6ee7,0.9857400059700012,1.1477775573730469
qmof-89850df,3.3576109409332275,3.4279489517211914
qmof-63f263f,3.329664945602417,3.1562576293945312
qmof-aa014ee,0.870585024356842,0.8205311298370361
qmof-d40bf2f,0.5591909885406494,0.6793495416641235
qmof-c5bcd42,1.09033203125,1.3844712972640991
qmof-7cb0c4e,2.095576047897339,2.1142728328704834
qmof-3f13ba6,0.9529569745063782,1.2473738193511963
qmof-bdea962,2.2002151012420654,2.344090461730957
qmof-6c81e33,1.0302540063858032,0.8015331029891968
qmof-caa7611,1.6224329471588135,1.2401174306869507
qmof-d932d4d,3.0709400177001953,2.9065017700195312
qmof-5765a43,2.1352219581604004,1.5241141319274902
qmof-8ce5833,2.055366039276123,2.058816432952881
qmof-b759a0a,4.989051818847656,4.943747043609619
qmof-79fbfe6,2.8300180435180664,2.759678840637207
qmof-6417424,0.7008690237998962,0.6997082233428955
qmof-ba6a246,3.4595088958740234,3.3980815410614014
qmof-de7a107,0.40955498814582825,0.3562725782394409
qmof-0a8808d,3.0839829444885254,2.6636149883270264
qmof-00f0897,0.8631370067596436,0.9098184108734131
qmof-5ba30e8,0.8518329858779907,0.7894903421401978
qmof-cc095cc,2.0456700325012207,1.9914863109588623
qmof-7770304,1.5339770317077637,1.8392153978347778
qmof-ebe63e6,3.610076904296875,3.565413475036621
qmof-2742f35,4.395500183105469,4.530218601226807
qmof-1339194,4.7772650718688965,4.758844375610352
qmof-5ff6ae2,0.6686279773712158,0.4653273820877075
qmof-4c3f2da,2.007664918899536,2.100996732711792
qmof-53c5c03,2.7662858963012695,2.6207563877105713
qmof-c763d52,3.242053985595703,3.099309206008911
qmof-de33c92,0.9091359972953796,0.9330331087112427
qmof-c5480ba,2.218327045440674,2.1978564262390137
qmof-9060c8b,1.179218053817749,1.1019870042800903
qmof-3503fd0,3.537554979324341,3.438278913497925
qmof-32cb456,0.9043610095977783,0.8148984909057617
qmof-f66d709,0.883292019367218,0.801383376121521
qmof-a80bb05,2.980194091796875,3.30393123626709
qmof-1b23c32,1.5381669998168945,1.5839370489120483
qmof-8b5ef75,1.0652110576629639,1.2069000005722046
qmof-ff93e75,2.022963047027588,2.2519166469573975
qmof-8cf1104,3.3410229682922363,3.3391618728637695
qmof-009b656,0.47394299507141113,0.6809371709823608
qmof-1594bd7,2.005722999572754,2.101210355758667
qmof-9753081,1.5041240453720093,1.2914295196533203
qmof-0ebbd43,3.6437160968780518,3.7057552337646484
qmof-fdf910e,0.5334619879722595,0.4881061315536499
qmof-c68ff44,0.45747900009155273,0.3113441467285156
qmof-77d0e7b,3.5337870121002197,3.0189058780670166
qmof-116061c,1.170827031135559,1.8004441261291504
qmof-f9d2ea9,2.868865966796875,3.101043701171875
qmof-508007f,4.510305881500244,4.432314395904541
qmof-a1cd150,4.2702860832214355,4.061923980712891
qmof-a69e224,1.3528549671173096,1.2547158002853394
qmof-87c1bd2,2.0664379596710205,2.4646270275115967
qmof-8a40c3c,2.371151924133301,2.306389808654785
qmof-c7e6e15,0.5097349882125854,0.7911155223846436
qmof-1b76fc2,0.9215289950370789,0.9599254131317139
qmof-7d394fd,0.3953939974308014,0.1771303415298462
qmof-7a605d8,2.650393009185791,2.4287712574005127
qmof-c7ff037,3.169764995574951,2.8865416049957275
qmof-bc8f74e,0.8962640166282654,1.1875429153442383
qmof-384ba2d,1.6420589685440063,1.815142273902893
qmof-e05a715,1.3630479574203491,1.3803684711456299
qmof-7e2fd26,3.056149959564209,2.6910877227783203
qmof-ebf848f,0.9180290102958679,0.8670653104782104
qmof-114133e,1.0677759647369385,0.9626079797744751
qmof-b1b5126,2.413666009902954,2.56311297416687
qmof-4491693,1.4054100513458252,1.1709868907928467
qmof-64eac3c,2.960568904876709,2.427076816558838
qmof-49f7b74,3.3327200412750244,3.2915282249450684
qmof-de19ecd,3.284229040145874,2.789383888244629
qmof-ce29e59,2.0442919731140137,1.8650678396224976
qmof-555ceef,2.5190930366516113,2.598360061645508
qmof-4b930c1,3.550389051437378,3.3756632804870605
qmof-7953340,1.0740389823913574,1.058693766593933
qmof-e56b9af,3.9949159622192383,4.011050701141357
qmof-547262c,1.0712289810180664,1.118991494178772
qmof-57abf68,1.4341570138931274,1.7232072353363037
qmof-2593255,0.37260299921035767,1.4954626560211182
qmof-cbde705,4.083518028259277,4.295558929443359
qmof-62f023c,2.3521320819854736,1.9064133167266846
qmof-35b6774,3.3141350746154785,3.2510132789611816
qmof-5e6ddfa,2.188994884490967,2.083949565887451
qmof-50d8de5,3.312298059463501,3.2819557189941406
qmof-01e3d00,1.6142549514770508,1.5068206787109375
qmof-310622b,2.0054779052734375,2.0740067958831787
qmof-608a1d6,0.3368059992790222,0.46805739402770996
